Initial Temperature (K)	0.0249733
Excitation Current (A)	7.092597402597402e-13
Axis 1,2	y,z
Angle	14
Field (T)	Current (A)	Resistance (Ohms)
-0.55	0.000175	0.0949861
-0.55	0.00017	0.0876101
-0.55	0.000165	0.09525625
-0.55	0.00016	0.06401945
-0.55	0.000155	0.10078835
-0.55	0.00015	0.0956194
-0.55	0.000145	0.05090645
-0.55	0.00014	0.0809789
-0.55	0.000135	0.08789875
-0.55	0.00013	0.0782688
-0.55	0.000125	0.0909534
-0.55	0.00012	0.08332585
-0.55	0.000115	0.089426
-0.55	0.00011	0.0672884
-0.55	0.000105	0.07832465
-0.55	0.0001	0.07984275
-0.55	9.5e-05	0.0737332
-0.55	9e-05	0.07488805
-0.55	8.5e-05	0.06062006
-0.55	8e-05	0.0604991
-0.55	7.5e-05	0.0816681
-0.55	7e-05	0.100155
-0.55	6.5e-05	0.07404055
-0.55	6e-05	0.08619445
-0.55	5.5e-05	0.08792665
-0.55	5e-05	0.08729335
-0.55	4.5e-05	0.06406604
-0.55	4e-05	0.0988885
-0.55	3.5e-05	0.12243235
-0.55	3e-05	0.1364487
-0.55	2.5e-05	0.0922107
-0.55	2e-05	0.1457807
-0.55	1.5e-05	0.1320064
-0.55	1e-05	0.0866507
-0.55	5e-06	0.01498503
-0.55	0.0	0.02621688
-0.55	-5e-06	0.02656141
-0.55	-1e-05	0.0829067
-0.55	-1.5e-05	0.08375432
-0.55	-2e-05	0.10430865
-0.55	-2.5e-05	0.15799045
-0.55	-3e-05	0.14627425
-0.55	-3.5e-05	0.13744525
-0.55	-4e-05	0.13440915
-0.55	-4.5e-05	0.1087139
-0.55	-5e-05	0.096318
-0.55	-5.5e-05	0.1029118
-0.55	-6e-05	0.1348935
-0.55	-6.5e-05	0.1201785
-0.55	-7e-05	0.10402935
-0.55	-7.5e-05	0.1209235
-0.55	-8e-05	0.1102413
-0.55	-8.5e-05	0.08045745
-0.55	-9e-05	0.11333335
-0.55	-9.5e-05	0.13043245
-0.55	-0.0001	0.133748
-0.55	-0.000105	0.09920505
-0.55	-0.00011	0.08966835
-0.55	-0.000115	0.08001975
-0.55	-0.00012	0.1390192
-0.55	-0.000125	0.11688165
-0.55	-0.00013	0.0973052
-0.55	-0.000135	0.0994565
-0.55	-0.00014	0.102027
-0.55	-0.000145	0.06774475
-0.55	-0.00015	0.08416404
-0.55	-0.000155	0.06829425
-0.55	-0.00016	0.08330725
-0.55	-0.000165	0.07822225
-0.55	-0.00017	0.07560525
-0.55	-0.000175	0.04749768
-0.55	-0.00018	0.03758836
-0.55	-0.000185	0.09034815
-0.55	-0.00019	0.0724294
