Initial Temperature (K)	0.0250387
Excitation Current (A)	1.082761038961039e-12
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.0388	0.000138	0.09856941
-0.0388	0.000136	0.10072312
-0.0388	0.000134	0.09284756
-0.0388	0.000132	0.09254484
-0.0388	0.00013	0.10295256
-0.0388	0.000128	0.10619475
-0.0388	0.000126	0.10178834
-0.0388	0.000124	0.10093853
-0.0388	0.000122	0.09223059
-0.0388	0.00012	0.10298166
-0.0388	0.000118	0.10476869
-0.0388	0.000116	0.10350553
-0.0388	0.000114	0.08356925
-0.0388	0.000112	0.09588013
-0.0388	0.00011	0.10756269
-0.0388	0.000108	0.11282456
-0.0388	0.000106	0.093907
-0.0388	0.000104	0.11308653
-0.0388	0.000102	0.09883131
-0.0388	0.0001	0.10578141
-0.0388	9.8e-05	0.10571169
-0.0388	9.6e-05	0.11745216
-0.0388	9.4e-05	0.09125266
-0.0388	9.2e-05	0.09878478
-0.0388	9e-05	0.09813291
-0.0388	8.8e-05	0.09506531
-0.0388	8.6e-05	0.09751
-0.0388	8.4e-05	0.10153222
-0.0388	8.2e-05	0.10521091
-0.0388	8e-05	0.10251591
-0.0388	7.8e-05	0.08940747
-0.0388	7.6e-05	0.09705025
-0.0388	7.4e-05	0.1013925
-0.0388	7.2e-05	0.10834838
-0.0388	7e-05	0.11203884
-0.0388	6.8e-05	0.10773722
-0.0388	6.6e-05	0.10407009
-0.0388	6.4e-05	0.08742259
-0.0388	6.2e-05	0.10308647
-0.0388	6e-05	0.10524009
-0.0388	5.8e-05	0.10237047
-0.0388	5.6e-05	0.09766728
-0.0388	5.4e-05	0.09104897
-0.0388	5.2e-05	0.08787081
-0.0388	5e-05	0.10705619
-0.0388	4.8e-05	0.10071731
-0.0388	4.6e-05	0.104559
-0.0388	4.4e-05	0.09876731
-0.0388	4.2e-05	0.0994775
-0.0388	4e-05	0.10105481
-0.0388	3.8e-05	0.09367416
-0.0388	3.6e-05	0.10269062
-0.0388	3.4e-05	0.09250991
-0.0388	3.2e-05	0.0975625
